"Neighborhood","Venue Category","Venue","Id","Neighborhood_Latitude","Neighborhood_Longitude","Location_Formatted_Address","Categories_Name","Location_Address","Location_Postal_Code","Location_City","Location_State","Cluster_Label"
"Basaveshwaranagar","Library","Basaveshwaranagar Public Library","55ce0417498ec858de8c4fa5",12.9924593,77.53156281,"8th Main (Basaveshwaranagar)","Library","8th Main",560079,"Bangalore","Karnataka",1
"Queens Road","Library","BIFT Professional Library","559d1704498e98163655f75b",12.99191165,77.59442734,"BIFT, 1st floor, Darussalam Building (Queen's Road)","Library","BIFT, 1st floor, Darussalam Building",560052,"Bangalore","Karnataka",1
"Kenchanahalli","Library","Just Books","4fad0128bb3d2d4e928789c2",12.93011651,77.51768589,"#478, 2nd Phase, Ideal Homes Township (Rajarajeshwarinagar)","Library","#478, 2nd Phase, Ideal Homes Township",560098,"Bangalore","Karnataka",0
"C.V.Raman Nagar","Library","NOOL Library","5401c1c5498e69efd3823937",12.98111577,77.66674089,"#8, First Floor, First Cross, Kaggadasapura, C.V. Raman Nagar","Library","#8, First Floor, First Cross, Kaggadasapura, C.V. Raman Nagar",560093,"Bangalore","Karnataka",2
"Nandhi Layout","Library","Nandhi layout library","517b695fe4b0a3334a95fe76",13.01152065,77.53753184,"Nandhi Layout","Library","Nandhi Layout","null","Bangalore","Karnataka",1
"Arabic College","Library","Embassy Library","5afa98465a2c91002c7f72cb",13.0492935,77.6192,"Bangalore 560045","Library","null",560045,"Bangalore","Karnataka",1
"Sarjapur Rd","Library","Just Books","4dfe02ec149599f28fcff216",12.91207234,77.68107835,"Sarjapur Rd","Library","Sarjapur Rd","null","Bangalore","Karnataka",2
"Kanakanagar","Library","Govt. Library","50757c9fe4b01d78866d9608",13.02619568,77.59369429,"R.T.Nagar 80 Feet Road (R.t Nagar Main Road)","Library","R.T.Nagar 80 Feet Road",560032,"Bangalore","Karnataka",1
"Jayanagar","Library","Just Books","4c45c4c2dcd61b8d02267d56",12.92275752,77.58295203,"5th Block, Jayanagar (38th Cross, 10th Main)","Library","5th Block, Jayanagar",560041,"Bangalore","Karnataka",0
"Basavanagudi","Convention Center","Indian Institute of World Culture","4c187ca04b8bd13a31744c83",12.94367446,77.57579742,"B P Wadia Road, Basavanagudi","Convention Center","B P Wadia Road, Basavanagudi","null","Bangalore","Karnataka",0
"Malleswaram","Library","Just Books CLC","4f1195ede4b03856f0766eea",13.00655984,77.5642788,"16th Cross, Malleswaram","Library","null",560003,"Bangalore","Karnataka",1
"Kalyan Nagar","Library","Kalyan Nagar Public Library","57ed1c14498ec1edad968aa8",13.019089,77.640628,"Near corner house (Kalyan Nagar)","Library","Near corner house","null","Bangalore","Karnataka",1
"EPIP","Library","Just Books clc","4cbd9b0e7148f04d5fdeedab",12.95599171,77.7237052,"28/1, RNR Complex, Tubarahall (Varthur Road)","Library","28/1, RNR Complex, Tubarahall",560066,"Bangalore","Karnataka",2
"Kanakanagar","Library","Club House","4c2efe8ca0ced13a19d20f6e",13.02308095,77.59905338,"Shriram White House, RT Nagar","Library","Shriram White House, RT Nagar",560032,"Bangalore","Karnataka",1
